characteristic_uuid,characteristic_name
0000a201-0000-1000-8000-00805f9b34fb,GC_WIFI_SERVER_BAND 
0000a202-0000-1000-8000-00805f9b34fb,GC_DSC_SSID
0000a203-0000-1000-8000-00805f9b34fb,GC_DSC_PASSWORD
0000a204-0000-1000-8000-00805f9b34fb,GC_DSC_WIFI_CFG
0000a301-0000-1000-8000-00805f9b34fb,GC_PHONE_SSID
0000a302-0000-1000-8000-00805f9b34fb,GC_PHONE_PASSWORD
0000a303-0000-1000-8000-00805f9b34fb,GC_PHONE_WIFI_CFG
0000a304-0000-1000-8000-00805f9b34fb,GC_PHONE_WIFI_ERROR 
0000a401-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_ACTION 
0000a402-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_RESPONSE
0000a404-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_SCAN_RESULT
0000a405-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_GENERAL_RESULT
0000a406-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_PROXY
0000a407-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_ERASE_AP
0000a408-0000-1000-8000-00805f9b34fb,GC_AUTO_BACKUP_GET_PROXY
0000a501-0000-1000-8000-00805f9b34fb,GC_REQUEST_GPS_DATA
0000a502-0000-1000-8000-00805f9b34fb,GC_GPS_DATA
0000a601-0000-1000-8000-00805f9b34fb,GC_DATE_TIME
0000a801-0000-1000-8000-00805f9b34fb,GC_METADATA
0000a802-0000-1000-8000-00805f9b34fb,GC_OPERATION
0000a803-0000-1000-8000-00805f9b34fb,GC_OPERATION_RESULT
0000a804-0000-1000-8000-00805f9b34fb,GC_CAMERA_STATUS
0000a805-0000-1000-8000-00805f9b34fb,GC_CAMERA_ERROR
0000ae01-0000-1000-8000-00805f9b34fb,GC_SHORT_COMMAND_NOTIFY
0000ae02-0000-1000-8000-00805f9b34fb,GC_LONG_COMMAND_NOTIFY
0000af01-0000-1000-8000-00805f9b34fb,GC_BLE_RESET
0000b000-0000-1000-8000-00805f9b34fb,Weight Scale
0000b001-0000-1000-8000-00805f9b34fb,Weight Scale Measurement
0000b13d-0000-1000-8000-00805f9b34fb,Bird Scooters - co.bird.android
0000c000-0000-1000-8000-00805f9b34fb,Continuout Gluecose Measurement
0000c001-0000-1000-8000-00805f9b34fb,Continuous Glucose Measurement
0000c002-0000-1000-8000-00805f9b34fb,Continuous Glucose Features
0000c003-0000-1000-8000-00805f9b34fb,Continuous Glucose Status
0000c004-0000-1000-8000-00805f9b34fb,Continuous Glucose Session
0000c005-0000-1000-8000-00805f9b34fb,Continuous Glucose Runtime
0000c006-0000-1000-8000-00805f9b34fb,Continuous Glucose RACP
0000c007-0000-1000-8000-00805f9b34fb,Continuous Glucose ASCP
0000c008-0000-1000-8000-00805f9b34fb,Continuous Glucose CGMCP
0000cf01-0000-1000-8000-00805f9b34fb,GC_V2_COMMANDTYPE1
0000cf02-0000-1000-8000-00805f9b34fb,GC_V2_COMMANDTYPE2
0000cf03-0000-1000-8000-00805f9b34fb,GC_V2_COMMANDTYPE3
0000d000-0000-1000-8000-00805f9b34fb,Pedometer
0000d001-0000-1000-8000-00805f9b34fb,Pedometer Measurement
0000e000-0000-1000-8000-00805f9b34fb,Audio Temp
0000e001-0000-1000-8000-00805f9b34fb,Audio Battery Level Temp
0000e002-0000-1000-8000-00805f9b34fb,Audio LeftRight Temp
0000e003-0000-1000-8000-00805f9b34fb,Audio Hi ID Temp
0000e004-0000-1000-8000-00805f9b34fb,Audio Other Hi ID Temp
0000e005-0000-1000-8000-00805f9b34fb,Audio Mic Attenuation Temp
0000e006-0000-1000-8000-00805f9b34fb,Audio 2nd Stream Attenuation Temp
0000e007-0000-1000-8000-00805f9b34fb,Audio Available Programs Bitmap Temp
0000e008-0000-1000-8000-00805f9b34fb,Audio Stream Programs Bitmap Temp
0000e009-0000-1000-8000-00805f9b34fb,Audio Current Active Program Temp
0000e00a-0000-1000-8000-00805f9b34fb,Audio Program Data Version Temp
0000e00b-0000-1000-8000-00805f9b34fb,Audio Program ID Name Selector Temp
0000e00c-0000-1000-8000-00805f9b34fb,Audio Program Name Temp
0000e00d-0000-1000-8000-00805f9b34fb,Audio Program Catogory Temp
0000fd6f-0000-1000-8000-00805f9b34fb,"Apple, Inc. / Exposure Notification Service"
0000fe1c-0000-1000-8000-00805f9b34fb,"Custom - NetMedia, Inc."
0000fe1d-0000-1000-8000-00805f9b34fb,Custom - Illuminati Instrument Corporation
0000fe1e-0000-1000-8000-00805f9b34fb,"Custom - Smart Innovations Co., Ltd"
0000fe1f-0000-1000-8000-00805f9b34fb,"Custom - Garmin International, Inc."
0000fe20-0000-1000-8000-00805f9b34fb,Custom - Emerson
0000fe21-0000-1000-8000-00805f9b34fb,Custom - Bose Corporation
0000fe22-0000-1000-8000-00805f9b34fb,Custom - Zoll Medical Corporation
0000fe23-0000-1000-8000-00805f9b34fb,Custom - Zoll Medical Corporation
0000fe24-0000-1000-8000-00805f9b34fb,Custom - August Home Inc
0000fe25-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fe26-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe27-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe28-0000-1000-8000-00805f9b34fb,Custom - Ayla Networks
0000fe29-0000-1000-8000-00805f9b34fb,Custom - Gibson Innovations
0000fe2a-0000-1000-8000-00805f9b34fb,"Custom - DaisyWorks, Inc."
0000fe2b-0000-1000-8000-00805f9b34fb,Custom - ITT Industries
0000fe2c-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe2d-0000-1000-8000-00805f9b34fb,"Custom - SMART INNOVATION Co.,Ltd"
0000fe2e-0000-1000-8000-00805f9b34fb,"Custom - ERi,Inc."
0000fe2f-0000-1000-8000-00805f9b34fb,"Custom - CRESCO Wireless, Inc"
0000fe30-0000-1000-8000-00805f9b34fb,Custom - Volkswagen AG
0000fe31-0000-1000-8000-00805f9b34fb,Custom - Volkswagen AG
0000fe32-0000-1000-8000-00805f9b34fb,"Custom - Pro-Mark, Inc."
0000fe33-0000-1000-8000-00805f9b34fb,Custom - CHIPOLO d.o.o.
0000fe34-0000-1000-8000-00805f9b34fb,Custom - SmallLoop LLC
0000fe35-0000-1000-8000-00805f9b34fb,"Custom - HUAWEI Technologies Co., Ltd"
0000fe36-0000-1000-8000-00805f9b34fb,"Custom - HUAWEI Technologies Co., Ltd"
0000fe37-0000-1000-8000-00805f9b34fb,Custom - Spaceek LTD
0000fe38-0000-1000-8000-00805f9b34fb,Custom - Spaceek LTD
0000fe39-0000-1000-8000-00805f9b34fb,Custom - TTS Tooltechnic Systems AG & Co. KG
0000fe3a-0000-1000-8000-00805f9b34fb,Custom - TTS Tooltechnic Systems AG & Co. KG
0000fe3b-0000-1000-8000-00805f9b34fb,Custom - Dolby Laboratories
0000fe3c-0000-1000-8000-00805f9b34fb,Custom - Alibaba
0000fe3d-0000-1000-8000-00805f9b34fb,Custom - BD Medical
0000fe3e-0000-1000-8000-00805f9b34fb,Custom - BD Medical
0000fe3f-0000-1000-8000-00805f9b34fb,Custom - Friday Labs Limited
0000fe40-0000-1000-8000-00805f9b34fb,Custom - Inugo Systems Limited
0000fe41-0000-1000-8000-00805f9b34fb,Custom - Inugo Systems Limited
0000fe42-0000-1000-8000-00805f9b34fb,Custom - Nets A/S
0000fe43-0000-1000-8000-00805f9b34fb,Custom - Andreas Stihl AG & Co. KG
0000fe44-0000-1000-8000-00805f9b34fb,Custom - SK Telecom
0000fe45-0000-1000-8000-00805f9b34fb,Custom - Snapchat Inc
0000fe46-0000-1000-8000-00805f9b34fb,Custom - B&O Play A/S
0000fe47-0000-1000-8000-00805f9b34fb,Custom - General Motors
0000fe48-0000-1000-8000-00805f9b34fb,Custom - General Motors
0000fe49-0000-1000-8000-00805f9b34fb,Custom - SenionLab AB
0000fe4a-0000-1000-8000-00805f9b34fb,"Custom - OMRON HEALTHCARE Co., Ltd."
0000fe4b-0000-1000-8000-00805f9b34fb,Custom - Koninklijke Philips N.V.
0000fe4c-0000-1000-8000-00805f9b34fb,Custom - Volkswagen AG
0000fe4d-0000-1000-8000-00805f9b34fb,Custom - Casambi Technologies Oy
0000fe4e-0000-1000-8000-00805f9b34fb,Custom - NTT docomo
0000fe4f-0000-1000-8000-00805f9b34fb,"Custom - Molekule, Inc."
0000fe50-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe51-0000-1000-8000-00805f9b34fb,Custom - SRAM
0000fe52-0000-1000-8000-00805f9b34fb,Custom - SetPoint Medical
0000fe53-0000-1000-8000-00805f9b34fb,Custom - 3M
0000fe54-0000-1000-8000-00805f9b34fb,"Custom - Motiv, Inc."
0000fe55-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe56-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fe57-0000-1000-8000-00805f9b34fb,Custom - Dotted Labs
0000fe58-0000-1000-8000-00805f9b34fb,Custom - Nordic Semiconductor ASA
0000fe59-0000-1000-8000-00805f9b34fb,Custom - Nordic Semiconductor ASA
0000fe5a-0000-1000-8000-00805f9b34fb,Custom - Chronologics Corporation
0000fe5b-0000-1000-8000-00805f9b34fb,Custom - GT-tronics HK Ltd
0000fe5c-0000-1000-8000-00805f9b34fb,Custom - million hunters GmbH
0000fe5d-0000-1000-8000-00805f9b34fb,Custom - Grundfos A/S
0000fe5e-0000-1000-8000-00805f9b34fb,Custom - Plastc Corporation
0000fe5f-0000-1000-8000-00805f9b34fb,"Custom - Eyefi, Inc."
0000fe60-0000-1000-8000-00805f9b34fb,"Custom - Lierda Science & Technology Group Co., Ltd."
0000fe61-0000-1000-8000-00805f9b34fb,"Logitech International SA - com.logitech.vc.parsec, com.logi.brownie"
0000fe62-0000-1000-8000-00805f9b34fb,Custom - Indagem Tech LLC
0000fe63-0000-1000-8000-00805f9b34fb,"Custom - Connected Yard, Inc."
0000fe64-0000-1000-8000-00805f9b34fb,Custom - Siemens AG
0000fe65-0000-1000-8000-00805f9b34fb,Custom - CHIPOLO d.o.o.
0000fe66-0000-1000-8000-00805f9b34fb,Custom - Intel Corporation
0000fe67-0000-1000-8000-00805f9b34fb,Custom - Lab Sensor Solutions
0000fe68-0000-1000-8000-00805f9b34fb,Custom - Qualcomm Life Inc
0000fe69-0000-1000-8000-00805f9b34fb,Custom - Qualcomm Life Inc
0000fe6a-0000-1000-8000-00805f9b34fb,Custom - Kontakt Micro-Location Sp. z o.o.
0000fe6b-0000-1000-8000-00805f9b34fb,"Custom - TASER International, Inc."
0000fe6c-0000-1000-8000-00805f9b34fb,"Custom - TASER International, Inc."
0000fe6d-0000-1000-8000-00805f9b34fb,Custom - The University of Tokyo
0000fe6e-0000-1000-8000-00805f9b34fb,Custom - The University of Tokyo
0000fe6f-0000-1000-8000-00805f9b34fb,Custom - LINE Corporation
0000fe70-0000-1000-8000-00805f9b34fb,"Custom - Beijing Jingdong Century Trading Co., Ltd."
0000fe71-0000-1000-8000-00805f9b34fb,Custom - Plume Design Inc
0000fe72-0000-1000-8000-00805f9b34fb,"Custom - St. Jude Medical, Inc."
0000fe73-0000-1000-8000-00805f9b34fb,"Custom - St. Jude Medical, Inc."
0000fe74-0000-1000-8000-00805f9b34fb,Custom - unwire
0000fe75-0000-1000-8000-00805f9b34fb,Custom - TangoMe
0000fe76-0000-1000-8000-00805f9b34fb,Custom - TangoMe
0000fe77-0000-1000-8000-00805f9b34fb,Custom - Hewlett-Packard Company
0000fe78-0000-1000-8000-00805f9b34fb,"Hewlett-Packard Company - hp.enterprise.print, com.hp.printercontrol"
0000fe79-0000-1000-8000-00805f9b34fb,Custom - Zebra Technologies
0000fe7a-0000-1000-8000-00805f9b34fb,Custom - Bragi GmbH
0000fe7b-0000-1000-8000-00805f9b34fb,"Custom - Orion Labs, Inc."
0000fe7c-0000-1000-8000-00805f9b34fb,Custom - Telit Wireless Solutions (Formerly Stollmann E+V GmbH)
0000fe7d-0000-1000-8000-00805f9b34fb,Custom - Aterica Health Inc.
0000fe7e-0000-1000-8000-00805f9b34fb,Custom - Awear Solutions Ltd
0000fe7f-0000-1000-8000-00805f9b34fb,Custom - Doppler Lab
0000fe80-0000-1000-8000-00805f9b34fb,Custom - Doppler Lab
0000fe81-0000-1000-8000-00805f9b34fb,Custom - Medtronic Inc.
0000fe82-0000-1000-8000-00805f9b34fb,Custom - Medtronic Inc.
0000fe83-0000-1000-8000-00805f9b34fb,Custom - Blue Bite
0000fe84-0000-1000-8000-00805f9b34fb,Custom - RF Digital Corp
0000fe85-0000-1000-8000-00805f9b34fb,Custom - RF Digital Corp
0000fe86-0000-1000-8000-00805f9b34fb,"Custom - HUAWEI Technologies Co., Ltd. ( )"
0000fe87-0000-1000-8000-00805f9b34fb,"Custom - Qingdao Yeelink Information Technology Co., Ltd. ( )"
0000fe88-0000-1000-8000-00805f9b34fb,Custom - SALTO SYSTEMS S.L.
0000fe89-0000-1000-8000-00805f9b34fb,Custom - B&O Play A/S
0000fe8a-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fe8b-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fe8c-0000-1000-8000-00805f9b34fb,Custom - TRON Forum
0000fe8d-0000-1000-8000-00805f9b34fb,Custom - Interaxon Inc.
0000fe8e-0000-1000-8000-00805f9b34fb,Custom - ARM Ltd
0000fe8f-0000-1000-8000-00805f9b34fb,Custom - CSR
0000fe90-0000-1000-8000-00805f9b34fb,Custom - JUMA
0000fe91-0000-1000-8000-00805f9b34fb,"Custom - Shanghai Imilab Technology Co.,Ltd"
0000fe92-0000-1000-8000-00805f9b34fb,Custom - Jarden Safety & Security
0000fe93-0000-1000-8000-00805f9b34fb,Custom - OttoQ Inc.
0000fe94-0000-1000-8000-00805f9b34fb,Custom - OttoQ Inc.
0000fe95-0000-1000-8000-00805f9b34fb,Custom - Xiaomi Inc.
0000fe96-0000-1000-8000-00805f9b34fb,Custom - Tesla Motor Inc.
0000fe97-0000-1000-8000-00805f9b34fb,Custom - Tesla Motor Inc.
0000fe98-0000-1000-8000-00805f9b34fb,"Custom - Currant, Inc."
0000fe99-0000-1000-8000-00805f9b34fb,"Custom - Currant, Inc."
0000fe9a-0000-1000-8000-00805f9b34fb,Custom - Estimote
0000fe9b-0000-1000-8000-00805f9b34fb,"Custom - Samsara Networks, Inc"
0000fe9c-0000-1000-8000-00805f9b34fb,"Custom - GSI Laboratories, Inc."
0000fe9d-0000-1000-8000-00805f9b34fb,Custom - Mobiquity Networks Inc
0000fe9e-0000-1000-8000-00805f9b34fb,Custom - Dialog Semiconductor B.V.
0000fe9f-0000-1000-8000-00805f9b34fb,Google - com.google.android.gms
0000fea0-0000-1000-8000-00805f9b34fb,Google - com.google.android.apps.chromecast.app
0000fea1-0000-1000-8000-00805f9b34fb,"Custom - Intrepid Control Systems, Inc."
0000fea2-0000-1000-8000-00805f9b34fb,"Custom - Intrepid Control Systems, Inc."
0000fea3-0000-1000-8000-00805f9b34fb,Custom - ITT Industries
0000fea4-0000-1000-8000-00805f9b34fb,Custom - Paxton Access Ltd
0000fea5-0000-1000-8000-00805f9b34fb,"Custom - GoPro, Inc."
0000fea6-0000-1000-8000-00805f9b34fb,"Custom - GoPro, Inc."
0000fea7-0000-1000-8000-00805f9b34fb,Custom - UTC Fire and Security
0000fea8-0000-1000-8000-00805f9b34fb,Custom - Savant Systems LLC
0000fea9-0000-1000-8000-00805f9b34fb,Custom - Savant Systems LLC
0000feaa-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000feab-0000-1000-8000-00805f9b34fb,Custom - Nokia Corporation
0000feac-0000-1000-8000-00805f9b34fb,Custom - Nokia Corporation
0000fead-0000-1000-8000-00805f9b34fb,Custom - Nokia Corporation
0000feae-0000-1000-8000-00805f9b34fb,Custom - Nokia Corporation
0000feaf-0000-1000-8000-00805f9b34fb,Nest Labs Inc. - com.nest.android
0000feb0-0000-1000-8000-00805f9b34fb,Custom - Nest Labs Inc.
0000feb1-0000-1000-8000-00805f9b34fb,Custom - Electronics Tomorrow Limited
0000feb2-0000-1000-8000-00805f9b34fb,Custom - Microsoft Corporation
0000feb3-0000-1000-8000-00805f9b34fb,Custom - Taobao
0000feb4-0000-1000-8000-00805f9b34fb,Custom - WiSilica Inc.
0000feb5-0000-1000-8000-00805f9b34fb,Custom - WiSilica Inc.
0000feb6-0000-1000-8000-00805f9b34fb,"Custom - Vencer Co, Ltd"
0000feb7-0000-1000-8000-00805f9b34fb,"Custom - Facebook, Inc."
0000feb8-0000-1000-8000-00805f9b34fb,"Custom - Facebook, Inc."
0000feb9-0000-1000-8000-00805f9b34fb,Custom - LG Electronics
0000feba-0000-1000-8000-00805f9b34fb,Custom - Tencent Holdings Limited
0000febb-0000-1000-8000-00805f9b34fb,Custom - adafruit industries
0000febc-0000-1000-8000-00805f9b34fb,"Custom - Dexcom, Inc."
0000febd-0000-1000-8000-00805f9b34fb,"Custom - Clover Network, Inc."
0000febe-0000-1000-8000-00805f9b34fb,Bose Corporation - TILE3?
0000febf-0000-1000-8000-00805f9b34fb,"Custom - Nod, Inc."
0000fec0-0000-1000-8000-00805f9b34fb,Custom - KDDI Corporation
0000fec1-0000-1000-8000-00805f9b34fb,Custom - KDDI Corporation
0000fec2-0000-1000-8000-00805f9b34fb,"Custom - Blue Spark Technologies, Inc."
0000fec3-0000-1000-8000-00805f9b34fb,"Custom - 360fly, Inc."
0000fec4-0000-1000-8000-00805f9b34fb,Custom - PLUS Location Systems
0000fec5-0000-1000-8000-00805f9b34fb,Custom - Realtek Semiconductor Corp.
0000fec6-0000-1000-8000-00805f9b34fb,"Custom - Kocomojo, LLC"
0000fec7-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fec8-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fec9-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000feca-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fecb-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fecc-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fecd-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fece-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fecf-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed0-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed1-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed2-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed3-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed4-0000-1000-8000-00805f9b34fb,"Custom - Apple, Inc."
0000fed5-0000-1000-8000-00805f9b34fb,Custom - Plantronics Inc.
0000fed6-0000-1000-8000-00805f9b34fb,Custom - Broadcom Corporation
0000fed7-0000-1000-8000-00805f9b34fb,Custom - Broadcom Corporation
0000fed8-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fed9-0000-1000-8000-00805f9b34fb,Custom - Pebble Technology Corporation
0000feda-0000-1000-8000-00805f9b34fb,Custom - ISSC Technologies Corporation
0000fedb-0000-1000-8000-00805f9b34fb,"Custom - Perka, Inc."
0000fedc-0000-1000-8000-00805f9b34fb,Custom - Jawbone
0000fedd-0000-1000-8000-00805f9b34fb,Custom - Jawbone
0000fede-0000-1000-8000-00805f9b34fb,"Custom - Coin, Inc."
0000fedf-0000-1000-8000-00805f9b34fb,Custom - Design SHIFT
0000fee0-0000-1000-8000-00805f9b34fb,Custom - Anhui Huami Information Technology Co.
0000fee1-0000-1000-8000-00805f9b34fb,Custom - Anhui Huami Information Technology Co.
0000fee2-0000-1000-8000-00805f9b34fb,"Custom - Anki, Inc."
0000fee3-0000-1000-8000-00805f9b34fb,"Custom - Anki, Inc."
0000fee4-0000-1000-8000-00805f9b34fb,Custom - Nordic Semiconductor ASA
0000fee5-0000-1000-8000-00805f9b34fb,Custom - Nordic Semiconductor ASA
0000fee6-0000-1000-8000-00805f9b34fb,"Custom - Silvair, Inc."
0000fee7-0000-1000-8000-00805f9b34fb,Custom - Tencent Holdings Limited
0000fee8-0000-1000-8000-00805f9b34fb,Custom - Quintic Corp.
0000fee9-0000-1000-8000-00805f9b34fb,Custom - Quintic Corp.
0000feea-0000-1000-8000-00805f9b34fb,"Custom - Swirl Networks, Inc."
0000feeb-0000-1000-8000-00805f9b34fb,"Custom - Swirl Networks, Inc."
0000feec-0000-1000-8000-00805f9b34fb,"Tile, Inc. - com.thetileapp.tile - TILE 2"
0000feed-0000-1000-8000-00805f9b34fb,"Tile, Inc. - com.thetileapp.tile - TILE 1"
0000feee-0000-1000-8000-00805f9b34fb,Custom - Polar Electro Oy
0000feef-0000-1000-8000-00805f9b34fb,Custom - Polar Electro Oy
0000fef0-0000-1000-8000-00805f9b34fb,Custom - Intel
0000fef1-0000-1000-8000-00805f9b34fb,Custom - CSR
0000fef2-0000-1000-8000-00805f9b34fb,Custom - CSR
0000fef3-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fef4-0000-1000-8000-00805f9b34fb,Custom - Google Inc.
0000fef5-0000-1000-8000-00805f9b34fb,Custom - Dialog Semiconductor GmbH
0000fef6-0000-1000-8000-00805f9b34fb,"Custom - Wicentric, Inc."
0000fef7-0000-1000-8000-00805f9b34fb,Custom - Aplix Corporation
0000fef8-0000-1000-8000-00805f9b34fb,Custom - Aplix Corporation
0000fef9-0000-1000-8000-00805f9b34fb,"Custom - PayPal, Inc."
0000fefa-0000-1000-8000-00805f9b34fb,"Custom - PayPal, Inc."
0000fefb-0000-1000-8000-00805f9b34fb,Stollmann Terminal IO Service
0000fefc-0000-1000-8000-00805f9b34fb,"Custom - Gimbal, Inc."
0000fefd-0000-1000-8000-00805f9b34fb,"Custom - Gimbal, Inc."
0000fefe-0000-1000-8000-00805f9b34fb,Custom - GN ReSound A/S
0000feff-0000-1000-8000-00805f9b34fb,Custom - GN Netcom
0000ffe0-0000-1000-8000-00805f9b34fb,Posture Sensing Service
0000ffe1-0000-1000-8000-00805f9b34fb,HM-10 UART RX/TX
0000ffe5-0000-1000-8000-00805f9b34fb,Posture Sensing Service - Control Service
0000ffe9-0000-1000-8000-00805f9b34fb,Posture Sensing Service - UART TX
0000fff0-0000-1000-8000-00805f9b34fb,ISSC Transparent Service
0000fff1-0000-1000-8000-00805f9b34fb,ISSC Transparent RX
0000fff2-0000-1000-8000-00805f9b34fb,ISSC Transparent TX
0000fff6-0000-1000-8000-00805f9b34fb,ISSC RX
0000fff7-0000-1000-8000-00805f9b34fb,ISSC TX
0000fffc-0000-1000-8000-00805f9b34fb,AirFuel Alliance Wireless Power Transfer Service
0000fffd-0000-1000-8000-00805f9b34fb,Fast IDentity Online Alliance Universal Second Factor Authenticator Service
0000fffe-0000-1000-8000-00805f9b34fb,AirFuel Alliance Wireless Power Transfer Service
22eac6e9-24d6-4bb5-be44-b36ace7c7bfb,Apple Notification Center Service - Data Source
49535343-1e4d-4bd9-ba61-23c647249616,ISSC Transparent TX
49535343-6daa-4d02-abf6-19569aca69fe,ISSC Update Connection Parameter
49535343-8841-43f4-a8d4-ecbe34729bb3,ISSC Transparent RX
49535343-aca3-481c-91ec-d85e28a60318,ISSC Air Patch
49535343-fe7d-4ae5-8fa9-9fafd205e455,ISSC Proprietary Service
569a1101-b87f-490c-92cb-11ba5ea5167c,BL600 vSP Service
569a2000-b87f-490c-92cb-11ba5ea5167c,BL600 vSP Service - TX FIFO
569a2001-b87f-490c-92cb-11ba5ea5167c,BL600 vSP Service - RX FIFO
569a2002-b87f-490c-92cb-11ba5ea5167c,BL600 vSP Service - Modem Out
569a2003-b87f-490c-92cb-11ba5ea5167c,BL600 vSP Service - Modem In
69d1d8f3-45e1-49a8-9821-9bbdfdaad9d9,Apple Notification Center Service - Control Point UUID
6e400001-b5a3-f393-e0a9-e50e24dcca9e,Nordic UART Service
6e400002-b5a3-f393-e0a9-e50e24dcca9e,Nordic UART Rx Char
6e400003-b5a3-f393-e0a9-e50e24dcca9e,Nordic UART Tx Char
713d0000-503e-4c75-ba94-3148f18d941e,RedBearLab Service
713d0002-503e-4c75-ba94-3148f18d941e,RedBearLab RX Service
713d0003-503e-4c75-ba94-3148f18d941e,RedBearLab TX Service
730a0ce2-9042-4ef1-870d-debe79a601f3,"com.powerley.aepohio, com.dteenergy.insight"
7905f431-b5ce-4e99-a40f-4b1e122d00d0,Apple Notification Center Service
831c4071-7bc8-4a9c-a01c-15df25a4adbc,ActiveSync
9fbf120d-6301-42d9-8c58-25e699a21dbd,Apple Notification Center Service - Notification Source
adabfb00-6e7d-4601-bda2-bffaa68956ba,"com.fitbit.FitbitMobile, de.afischer.aftrack.plugin.sensbox"
b0702881-a295-a8ab-f734-031a98a512d,RedBear B1 iBeacon
b0702882-a295-a8ab-f734-031a98a512d,RedBear B1 Major ID
b0702883-a295-a8ab-f734-031a98a512d,RedBear B1 Minor ID
b0702884-a295-a8ab-f734-031a98a512d,RedBear B1 Measured Power
b0702885-a295-a8ab-f734-031a98a512d,RedBear B1 LED Switch 
b0702886-a295-a8ab-f734-031a98a512d,RedBear B1 Advertising Interval
b0702887-a295-a8ab-f734-031a98a512d,RedBear B1 Output Power
b0702888-a295-a8ab-f734-031a98a512d,RedBear B1 Firmware Version
b9402000-f5f8-466e-aff9-25556b57fe6d,Estimote Authentication Service
b9402001-f5f8-466e-aff9-25556b57fe6d,Estimote Advertising Seed
b9402002-f5f8-466e-aff9-25556b57fe6d,Estimote Advertising Vector
b9403000-f5f8-466e-aff9-25556b57fe6d,Estimote Service
b9403001-f5f8-466e-aff9-25556b57fe6d,Estimote Major
b9403002-f5f8-466e-aff9-25556b57fe6d,Estimote Minor
b9403003-f5f8-466e-aff9-25556b57fe6d,Estimote UUID
b9403011-f5f8-466e-aff9-25556b57fe6d,Estimote Power
b9403012-f5f8-466e-aff9-25556b57fe6d,Estimote Advertising Interval
b9403021-f5f8-466e-aff9-25556b57fe6d,Estimote Temperature
b9403041-f5f8-466e-aff9-25556b57fe6d,Estimote Battery
b9404000-f5f8-466e-aff9-25556b57fe6d,Estimote Version Service
b9404001-f5f8-466e-aff9-25556b57fe6d,Estimote Software Version
b9404002-f5f8-466e-aff9-25556b57fe6d,Estimote Hardware Version
d2d3f8ef-9c99-4d9c-a2b3-91c85d44326c,Nest Labs Inc. - com.nest.android
fb694b90-f49e-4597-8306-171bba78f846,"com.lf.lfvtandroid, com.paofit.RideSocial, com.paofit.runsocial"
